house_type,location,city,latitude,longitude,price,currency,numBathrooms,numBalconies,isNegotiable,priceSqFt,verificationDate,description,SecurityDeposit,Status,numBedroom,house_layout,house_size_in_sqft,price_approx_usd
Independent Floor ,Hauz Khas,Delhi,28.55542183,77.20988464,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted 6 months ago,Its three bhk builder floor in the super location of Delhi south hauzkhas it is the super location road bank ATM school college all r on walking distance," 10,10,220",Unfurnished,3,BHK,2852.0,3509.93
Independent Floor ,Hauz Khas,Delhi,28.55542183,77.20988464,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted 6 months ago,This spacious 3 bhk builder floor is available for rental and is located in the heart of Hauz Khas. It has an area of 2856 sqft with a carpet area of 1651 sqft . The property is available at a monthly rental of Rs. 3.01 lac . It is an unfurnished property. Itâs on 2nd floor out of 4 floors building. It is west facing property. The property has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. ," 15,52,025",Unfurnished,3,BHK,2856.0,3509.93
Independent Floor ,Hauz Khas,Delhi,28.55542183,77.20988464,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted 6 months ago,Its three bhk builder floor in the super location of Delhi south hauzkhas it is the super location road bank ATM school college all r on walking distance," 10,10,220",Unfurnished,3,BHK,2856.0,3509.93
Independent Floor ,Hauz Khas,Delhi,28.55542183,77.20988464,301022,INR,3.0,2.0,Not Negotiable,1.23,Posted 6 months ago,"Itâs a 3 bhk builder floor situated in Hauz Khas, Delhi. It has area of 2856 sqft and is available at a rent of Rs. 3.01 lac. The house is unfurnished. It is on 3rd floor. The building has a total of 4 floor(s). It is facing east direction. It has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. "," 10,22,002",Unfurnished,3,BHK,2856.0,3510.05
Independent Floor ,Anand Niketan,Delhi,28.57893944,77.16504669,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted 5 months ago,"Well designed 3 bhk builder floor is available at a prime location in Anand Niketan. It has an area of 2856 sqft with a carpet area of 1652 sqft . The property is available at a monthly rental of Rs. 3.01 lac . It is an unfurnished property. Its main door is facing east direction. It has 3 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. "," 10,20,202",Unfurnished,3,BHK,2856.0,3509.93
Independent Floor ,Anand Niketan,Delhi,28.57893944,77.16504669,329559,INR,3.0,2.0,Not Negotiable,1.4,Posted 5 months ago,"A 3 bhk property is available for rent in Anand Niketan, Delhi. The house is unfurnished. Itâs on 3rd floor out of 4 floors building. It is facing east direction. The property has 3 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. "," 18,10,282",Unfurnished,3,BHK,2741.0,3842.81
Independent Floor ,Anand Niketan,Delhi,28.57893944,77.16504669,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south anand Niketan it is the super location of area road bank ATM school college all r on walking distance," 10,10,220",Unfurnished,3,BHK,2856.0,3509.93
Villa ,Prithviraj Road,Delhi,28.6001606,77.22097778,1022001,INR,4.0,2.0,Not Negotiable,2.02,Posted 5 months ago,Its four bhk villa in the super location of Delhi central prithviraj road it is the super location of Delhi central road bank ATM school college all r on walking distance," 40,10,102",Unfurnished,4,BHK,5896.0,11916.99
Villa ,Prithviraj Road,Delhi,28.6001606,77.22097778,1202001,INR,4.0,2.0,Not Negotiable,2.15,Posted 5 months ago,"Itâs a 5 bhk villa situated in Prithviraj Road, Delhi. It has a built-up area of 6521 sqft and is available for rent at Rs. 12.02 lac per month . It is an unfurnished property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact for more details. "," 40,10,102",Unfurnished,5,BHK,6521.0,14015.87
Independent House ,Malcha Marg,Delhi,28.60173035,77.18534088,1012002,INR,4.0,2.0,Not Negotiable,1.81,Posted 5 months ago,"It has an area of 6521 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 10.12 lac . The house is unfurnished. It is facing east direction. The property has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. If you are interested, please contact us for more details. "," 40,10,102",Unfurnished,5,BHK,6521.0,11800.4
Villa ,Malcha Marg,Delhi,28.60173035,77.18534088,1211214,INR,4.0,2.0,Not Negotiable,2.4,Posted 5 months ago,"A 4 bhk property is available for rent in Malcha Marg, Delhi. The house is unfurnished. Its main door is facing east direction. The property has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. If you are interested, please contact us for more details. "," 40,82,122",Unfurnished,4,BHK,5896.0,14123.3
Villa ,Vasant Vihar,Delhi,28.55739021,77.15714264,504101,INR,4.0,2.0,Not Negotiable,1.0,Posted 5 months ago,"A spacious 4 bhk villa is available for rental in Vasant Vihar, Delhi. It is an unfurnished property. It is facing northeast direction. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Kindly call us for details. "," 15,49,111",Unfurnished,4,BHK,5896.0,5878.04
Villa ,Vasant Vihar,Delhi,28.55739021,77.15714264,640105,INR,4.0,2.0,Not Negotiable,1.27,Posted 5 months ago,"Itâs a 4 bhk villa situated in Vasant Vihar. It has an area of 5896 sqft with a carpet area of 3621 sqft . The property is available at a monthly rental of Rs. 6.40 lac . It is an unfurnished property. It is northeast facing property. It has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. "," 20,10,205",Unfurnished,4,BHK,5896.0,7463.91
Villa ,Vasant Vihar,Delhi,28.55739021,77.15714264,640110,INR,4.0,2.0,Not Negotiable,1.14,Posted 5 months ago,"This spacious 4 bhk villa is available for rental and is located in the heart of Vasant Vihar. It has a built-up area of 6521 sqft and is available for rent at Rs. 6.40 lac per month . The house is unfurnished. It is east facing property. The property has 4 bathrooms and 2 balconies. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. "," 20,10,202",Unfurnished,4,BHK,6521.0,7463.97
Villa ,Vasant Vihar,Delhi,28.55739021,77.15714264,540101,INR,4.0,2.0,Not Negotiable,1.07,Posted 5 months ago,"A 4 bhk property is available for rent in Vasant Vihar, Delhi. It has area of 5896 sqft and is available at a rent of Rs. 5.40 lac. The house is unfurnished. It is east facing property. The property has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. "," 15,04,101",Unfurnished,4,BHK,5896.0,6297.82
Villa ,Greater Kailash II,Delhi,28.53174019,77.24913788,401102,INR,4.0,2.0,Not Negotiable,0.79,Posted 6 months ago,Its four bhk villa in the super location of Delhi south g k house 2 it is the super location of Delhi road bank ATM school college all r on walking distance," 10,12,002",Unfurnished,4,BHK,5896.0,4677.03
Independent House ,Greater Kailash II,Delhi,28.53174019,77.24913788,504015,INR,4.0,2.0,Not Negotiable,1.0,Posted 6 months ago,Itâs a 4 bhk independent house situated in Greater Kailash II. It has an area of 5896 sqft with a carpet area of 3621 sqft . The property is available at a monthly rental of Rs. 5.04 lac . It is an unfurnished property. Its main door is facing east direction. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is well connected to the city areas. ," 15,49,191",Unfurnished,4,BHK,5896.0,5877.04
Villa ,Greater Kailash II,Delhi,28.53174019,77.24913788,604104,INR,4.0,2.0,Not Negotiable,1.19,Posted 6 months ago,Its four bhk villa in the super location of Delhi south g k house 2 it is the super location of Delhi road bank ATM school college all r on walking distance," 20,10,202",Unfurnished,4,BHK,5896.0,7044.12
Independent House ,Greater Kailash II,Delhi,28.53174019,77.24913788,848118,INR,4.0,2.0,Not Negotiable,1.68,Posted 6 months ago,"A 4 bhk property is available for rent in Greater Kailash II, Delhi. It has area of 5896 sqft and is available at a rent of Rs. 8.48 lac. The house is unfurnished. It is east facing property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. "," 25,49,191",Unfurnished,4,BHK,5896.0,9889.44
Independent Floor ,Panchsheel Park,Delhi,28.54154015,77.21611786,301012,INR,4.0,2.0,Not Negotiable,0.54,Posted 6 months ago,"Itâs a 5 bhk builder floor situated in Panchsheel Park, Delhi. It has area of 6521 sqft and is available at a rent of Rs. 3.01 lac. The house is unfurnished. Its main door is facing east direction. It has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. "," 10,10,201",Unfurnished,5,BHK,6521.0,3509.93
Independent Floor ,Panchsheel Enclave,Delhi,28.54351997,77.22973633,301012,INR,3.0,2.0,Not Negotiable,1.28,Posted 6 months ago,Its three bhk builder floor in the super location of Delhi south panchsheel enclave it is the super location road bank ATM school college all r on walking distance," 18,20,202",Unfurnished,3,BHK,2741.0,3509.93
Independent Floor ,Panchsheel Park,Delhi,28.54154015,77.21611786,401105,INR,4.0,2.0,Not Negotiable,0.79,Posted 6 months ago,Its four bhk builder floor in the super location of Delhi south panchsheel park it is the super location of area road bank ATM school college all r on walking distance," 10,12,002",Unfurnished,4,BHK,5896.0,4677.06
Independent Floor ,Panchsheel Enclave,Delhi,28.54351997,77.22973633,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted 6 months ago,Its three bhk builder floor in the super location of Delhi south panchsheel enclave it is the super location road bank ATM school college all r on walking distance," 18,10,181",Unfurnished,3,BHK,2856.0,3509.93
Independent Floor ,Panchsheel Enclave,Delhi,28.54351997,77.22973633,362625,INR,3.0,2.0,Not Negotiable,1.54,Posted 6 months ago,Its three bhk builder floor in the super location of Delhi south panchsheel enclave it is the super location road bank ATM school college all r on walking distance," 10,10,201",Unfurnished,3,BHK,2745.0,4228.37
Independent Floor ,Panchsheel Enclave,Delhi,28.54351997,77.22973633,362612,INR,3.0,2.0,Not Negotiable,1.54,Posted 6 months ago,Its three bhk builder floor in the super location of Delhi south panchsheel enclave it is the super location road bank ATM school college all r on walking distance," 18,18,202",Unfurnished,3,BHK,2741.0,4228.22
Villa ,Panchsheel Park,Delhi,28.54154015,77.21611786,540105,INR,4.0,2.0,Not Negotiable,0.97,Posted 6 months ago,Its four bhk villa in the super location of Delhi south panchsheel park it is the super location road bank ATM school college all r on walking distance," 15,40,105",Unfurnished,4,BHK,6521.0,6297.87
Villa ,Panchsheel Park,Delhi,28.54154015,77.21611786,640101,INR,4.0,4.0,Not Negotiable,1.27,Posted 6 months ago,Its four bhk villa in the super location of Delhi south panchsheel park it is the super location road bank ATM school college all r on walking distance," 20,20,220",Unfurnished,4,BHK,5896.0,7463.86
Villa ,Panchsheel Park,Delhi,28.54154015,77.21611786,666262,INR,4.0,2.0,Not Negotiable,1.32,Posted 6 months ago,Its four bhk villa in the super location of Delhi south pancsheel park it is the super location road bank ATM school college all r on walking distance," 20,10,022",Unfurnished,4,BHK,5896.0,7768.91
